swipesPerHour,spamLinkCount,reportCount,profileCompleteness,hasProfilePhoto,isFaceVerified,bioHasContact,label
5.70059283,1,0,0.629980173,1,1,0,0
0,1,0,0.462560026,1,1,1,0
36.47426238,1,2,0.703754106,1,0,0,0
0,1,2,0.301560815,1,0,1,1
6.039361288,1,1,0.451549605,1,1,0,0
11.79617518,0,1,0.485384707,0,1,0,0
0,0,1,0.763358002,1,1,0,0
79.81741558,1,0,0.394189619,1,1,0,1
0,1,2,0.856957937,1,1,0,1
0,0,1,0.290746881,1,0,0,0
13.77526502,1,0,0.498512272,1,1,0,1
0,1,0,0.682851633,1,1,0,0
2.422455063,0,0,0.623399359,1,0,0,0
0,0,1,0.714761281,0,0,0,0
34.59166569,0,1,0.185099945,1,1,0,0
17.03012054,0,1,0.671492687,1,0,1,0
0,1,0,0.808257311,1,1,0,0
102.5212102,3,5,0.103398581,1,0,0,1
27.56214692,1,0,0.335307034,1,0,0,0
10.64160591,0,2,0.441087681,1,0,0,1
65.89480728,1,0,0.426521166,1,0,1,0
14.31000233,0,0,0.542366814,1,0,1,0
27.94661046,1,1,0.558392764,1,0,0,1
20.50574563,1,0,0.768599984,1,1,0,0
0,0,0,0.82424844,1,0,1,0
47.77808363,1,0,0.733588024,1,1,0,0
38.00227973,0,1,0.63028723,1,1,1,0
10.01256874,0,0,0.462763241,1,1,0,0
62.40795186,0,2,0.357163902,1,0,1,1
35.98457102,1,1,0.813053982,1,1,1,1
0,0,0,0.741727366,1,1,0,0
0,0,0,0.871629177,1,0,1,0
15.05859213,0,3,0.656231701,1,0,0,1
122.2371416,3,1,0.261606147,1,0,0,1
15.51822534,2,1,0.93990826,1,0,0,0
2.263063009,2,0,0.538676379,1,1,0,0
0,0,1,0.456181729,1,1,0,0
0,1,0,0.909596487,1,0,0,0
10.67890596,1,1,0.386650442,1,0,0,0
0,0,2,0.652661977,1,1,1,0
58.01164579,0,2,0.682178061,1,1,0,0
0,0,1,0.580966285,1,0,1,0
27.96640428,3,0,0.548273382,1,0,1,1
0,0,1,0.629500789,1,0,0,0
45.81736539,0,1,0.714399479,1,1,0,0
6.968872398,0,1,0.436556253,1,0,0,0
0,1,1,0.882708913,1,1,0,0
61.55133355,0,1,0.622434807,1,0,0,0
53.20231693,2,1,0.151684832,1,1,1,1
61.79362368,3,1,0.353284584,1,0,1,1
5.969422568,0,0,0.896625538,1,1,0,0
0,1,0,0.643015213,1,1,0,0
21.4848243,0,1,0.391665345,1,1,0,0
26.98601874,0,0,0.827688925,1,1,0,0
28.41740204,0,0,0.423769989,1,0,1,0
58.10809185,0,1,0.786269042,1,0,1,0
0,0,1,0.205290655,0,1,0,0
0,0,2,0.390343842,1,1,0,0
2.047905692,0,0,0.914509538,1,0,0,0
22.17593073,0,0,0.264382333,1,0,0,0
9.436988949,0,0,0.798425232,1,0,0,0
0,0,0,0.46616016,0,1,0,0
0,3,1,0.330224558,1,1,0,0
32.52267907,3,0,0.706368823,1,0,1,0
40.89691976,0,0,0.4092866,0,1,0,0
0,0,0,0.864068624,1,1,0,0
62.7586601,1,1,0.249634597,1,1,0,1
103.2526477,3,1,0.115999054,1,0,0,1
30.59866457,1,1,0.65049622,1,0,0,1
15.66781765,0,3,0.145964581,0,1,0,1
37.40452026,0,0,0.67265966,1,0,1,0
21.05567083,1,1,0.804608548,0,1,1,0
41.42637336,2,2,0.059402355,0,0,1,1
5.653075624,1,1,0.426992894,1,1,0,0
5.755306101,0,1,0.712250442,1,0,0,0
54.5280247,1,0,0.571932868,1,0,0,1
123.2404804,2,1,0.424988028,1,0,1,1
91.73323605,0,1,0.488513881,1,1,0,1
86.17584555,0,2,0.283825109,0,0,0,1
114.5839084,2,1,0.520421891,1,0,1,1
21.58806701,0,0,0.447504238,1,1,0,0
21.78592971,0,1,0.681943337,1,1,1,0
0,3,2,0.292538874,1,0,1,0
13.81508301,1,2,0.507208655,1,1,1,0
41.28647684,2,1,0.48481716,1,0,0,0
11.02495558,0,0,0.963491912,1,0,0,0
17.4983562,1,2,0.472777984,1,1,0,0
37.5752696,2,3,0.885166158,1,0,1,1
120.0908663,1,3,0.078483889,1,0,1,1
54.90246445,4,3,0.712723618,1,0,1,1
28.88259968,2,2,0.54299368,0,0,0,1
13.36088622,1,0,0.84938507,1,1,1,0
25.03661701,3,2,0.206546818,1,0,1,1
4.242290773,1,1,0.847970468,1,0,1,0
13.39707347,0,0,0.380899568,1,0,1,0
43.68997425,0,0,0.241337931,1,0,0,0
0,0,0,0.623612891,1,1,0,0
2.156627359,0,1,0.738320194,0,1,0,0
30.95672465,0,0,0.971403239,1,1,0,0
18.03273328,0,0,0.389783927,1,0,0,0
17.71844793,2,0,0.445743881,1,0,0,0
23.8201882,1,2,0.605431918,1,1,1,0
41.66004139,0,1,0.620721501,1,1,0,0
0,0,0,0.962243955,1,1,1,0
0,0,1,0.419889811,1,1,1,0
95.08741704,4,1,0.267842303,1,0,1,1
29.47833205,0,0,0.757747728,1,0,0,0
8.609656453,0,0,0.589744779,1,0,1,0
39.2997723,1,1,0.772748165,1,0,0,0
0,1,0,0.469321665,1,1,0,1
30.25023593,2,1,0.627793549,1,1,0,0
37.4767295,2,1,0.730131795,1,0,1,1
37.53868203,1,1,0.55497483,0,0,0,1
61.00097624,1,1,0.629763246,1,0,0,0
88.05064017,3,2,0.465144796,1,0,0,0
0,0,1,0.552452513,1,0,0,0
25.64898746,0,1,0.746071278,1,1,0,0
2.961390356,1,3,0.885016163,1,1,0,0
0,2,1,0.82603164,1,0,0,0
21.23625838,0,1,0.77150124,1,1,0,0
65.18453265,0,2,0.940115501,1,0,0,0
0,1,1,0.437402526,1,0,1,0
49.35297321,2,2,0.152945584,1,0,1,0
40.33149476,0,5,0.797844099,1,0,1,1
47.51558684,0,0,0.715981424,1,1,1,0
9.692235473,0,2,0.660874031,1,1,0,0
65.17749701,0,1,0.504311086,1,0,0,0
27.47315119,1,1,0.727154593,1,0,0,1
19.34568753,2,1,0.472942261,1,1,1,1
26.08945805,0,1,0.833961177,0,0,1,0
21.38093412,0,1,0.508864957,1,0,1,0
0,1,1,0.635102387,1,0,0,0
37.6573145,0,1,0.466080272,1,1,0,0
0,1,0,0.632615057,0,0,0,0
52.69673232,0,0,0.906973074,1,0,1,1
37.65527897,2,0,0.157765326,1,0,1,1
98.36558875,2,2,0.45189319,1,0,0,1
19.61446104,0,2,0.795426662,1,1,0,0
62.94100873,1,2,0.54533042,1,0,0,1
0,1,1,0.307475713,1,0,1,0
30.09011439,1,1,0.181464014,1,1,0,0
4.809403513,0,0,0.594641922,1,1,0,0
64.16214362,1,1,0.558066799,1,1,0,1
25.05884266,2,2,0.393499575,1,1,0,0
0,1,0,0.643316601,1,0,0,0
22.12102529,2,1,0.587919979,1,1,0,0
0,0,0,0.783034427,1,1,1,0
14.70624858,0,0,0.46639955,1,1,0,0
37.42702732,0,3,0.550485586,1,1,1,0
47.35075925,2,2,0.156813618,1,0,1,1
25.50348357,0,0,0.844338966,1,1,0,1
22.06820367,0,0,0.707504776,1,0,1,0
99.47468578,0,2,0.644150279,1,1,1,1
18.61341217,1,1,0.557769373,1,1,0,0
34.71128062,1,0,0.386994755,1,1,1,0
19.85692004,0,0,0.320043757,1,0,1,0
4.635008871,0,1,0.389025482,1,1,0,0
46.78330548,1,1,0.707708388,1,0,0,0
0,1,0,0.699373325,1,1,0,0
0,2,1,0.754329089,1,1,0,0
15.42806981,0,1,0.657869056,1,1,0,0
0,0,0,0.427279592,1,0,1,1
20.28862386,0,0,0.789468148,1,1,0,1
19.40706226,1,1,0.820595691,1,0,0,1
29.41375929,1,1,0.875241081,1,0,1,1
47.58895581,1,0,0.482511597,1,1,1,0
9.830341665,1,0,0.691142433,1,1,1,0
0,2,1,0.820288392,1,0,0,0
12.30817512,0,1,0.591437244,1,0,0,0
13.21658747,1,2,0.197499559,1,1,1,1
26.98256195,1,1,0.804124807,1,0,0,1
64.05088401,3,1,0.385591852,0,0,1,1
6.249236709,3,1,0.185848647,1,0,1,1
34.50304417,1,2,0.722289255,1,0,1,1
66.07921334,0,0,0.293779432,1,0,1,0
131.8457127,2,1,0.233332428,1,0,0,1
31.99629443,2,2,0.52604115,1,1,0,1
17.14817605,0,0,0.6294156,1,1,0,0
52.63393139,0,3,0.874592107,1,0,1,1
0,1,0,0.763749514,1,0,0,0
0,0,1,0.171080503,1,0,0,0
73.30303281,0,2,0.557431254,1,0,1,0
61.31791692,1,1,0.2178751,1,0,0,1
41.25819296,0,0,0.558463733,1,1,0,0
67.82919491,0,2,0.652261692,1,1,1,0
64.14640911,1,1,0.674238758,1,1,0,0
1.118562189,1,1,0.512985976,1,0,1,0
0,0,2,0.868716322,1,1,1,0
0,0,0,0.539338103,0,1,0,1
61.07873249,0,0,0.718625229,1,1,0,0
27.27726279,0,1,0.454513137,0,1,0,0
6.324467034,0,2,0.387935412,1,0,1,0
25.64776709,0,0,0.619816383,1,1,0,0
5.208567248,1,2,0.269533131,1,0,1,1
0,2,1,0.93331551,0,1,0,0
38.99968089,1,0,0.586797177,1,1,1,0
0,1,1,0.937182672,1,0,1,0
1.038177846,0,0,0.606160881,1,0,1,1
9.625449309,1,0,0.06550245,1,1,0,0
10.86892163,1,0,0.605165867,1,0,0,0
77.47662835,1,0,0.30080504,1,0,0,0
74.00574029,0,1,0.450266829,1,0,0,0
0,1,0,0.816319212,1,0,1,0
35.32188413,0,1,0.188008752,1,1,0,0
20.27927943,0,1,0.368421131,1,1,0,0
0.735723118,0,0,0.508919177,1,1,0,0
77.25165983,4,3,0.086235395,1,0,1,1
33.64293478,0,0,0.435477861,1,1,0,0
0,0,1,0.68569225,1,1,0,0
34.08552956,0,1,0.665203975,1,1,0,0
48.26102501,0,0,0.526534063,1,0,1,0
64.16778027,2,2,0.81545642,1,0,1,1
21.89661369,2,0,0.706780486,1,1,0,1
0,0,0,0.450435746,1,1,1,0
95.03113638,1,2,0.51464514,0,1,1,1
0,0,2,0.304493975,1,1,0,1
166.0995934,1,2,0.417820643,1,0,1,0
14.48331927,2,0,0.735832674,1,0,1,0
17.09262099,1,2,0.587571441,1,0,0,1
17.78850419,1,2,0.366929451,1,1,1,0
25.41096224,0,2,0.145873594,0,0,0,1
14.78502975,0,0,0.27256379,1,0,0,0
19.21419037,2,3,0.662976954,1,1,1,1
17.97146662,0,0,0.629850148,1,1,0,0
13.66126833,1,4,0.784078395,1,0,0,0
28.54165897,1,0,0.495365716,1,0,0,0
0,0,1,0.602882253,1,0,0,0
53.68803237,0,0,0.405030881,1,1,0,0
41.98314381,0,0,0.627516118,1,0,1,0
50.86682167,2,3,0.302937666,1,0,1,0
16.56037271,1,0,0.336640562,1,1,0,0
31.82791985,2,0,0.52233413,1,0,1,1
27.52181899,3,0,0.422857109,0,0,0,0
8.632356019,2,8,0.645539947,1,0,1,1
0,0,3,0.629579517,1,0,0,0
65.73882065,0,1,0.421529956,0,1,0,0
16.32998211,0,0,0.425249426,1,0,0,0
28.4164041,0,2,0.245594256,1,0,0,0
44.32335996,2,0,0.597633008,1,1,0,0
37.76589571,0,0,0.78110485,1,0,0,1
61.30201113,3,1,0.079568501,1,1,0,1
0,0,0,0.384072245,1,0,1,0
20.98995337,1,0,0.462012319,1,0,0,0
4.74660801,0,1,0.679327374,1,0,0,0
11.63160505,1,1,0.780536546,1,1,0,0
18.93259227,1,3,0.556608653,1,0,1,1
43.07777272,0,2,0.844028263,1,1,0,1
17.69830775,1,4,0.426776381,1,0,0,0
71.74478836,5,0,0.354034108,1,0,1,1
0,0,2,0.370941418,1,1,0,0
10.10889712,0,2,0.865764674,1,0,1,0
0,1,2,0.429133116,1,1,0,1
0,2,2,0.305821262,1,1,0,0
36.87309864,0,0,0.72855641,1,0,1,0
0,1,0,0.409243729,1,0,0,0
50.62255839,0,1,0.586527132,1,0,1,0
3.70226308,0,2,0.684558132,1,1,0,0
47.13911198,1,2,0.621029113,1,0,1,1
11.62131696,0,0,0.83004449,1,1,0,0
19.56016359,3,0,0.622872128,1,1,0,0
6.122767345,2,2,0.961880617,1,1,0,0
15.63367107,2,0,0.742386777,1,0,0,1
16.29675791,0,1,0.686542184,1,0,0,1
0,1,1,0.458876146,1,0,0,0
48.94655443,1,0,0.666373112,1,1,1,0
19.30897893,0,0,0.818465512,1,1,0,0
49.0450093,1,0,0.229131914,1,1,0,0
65.08545403,1,1,0.232857639,0,0,1,1
5.802397987,0,0,0.444376573,1,1,0,0
23.4565651,1,5,0.285711764,0,0,1,1
6.385418482,0,1,0.496892774,1,1,1,0
55.16524887,0,3,0.448827424,1,1,1,1
5.965754086,0,0,0.759329579,1,0,1,0
34.45600136,2,2,0.403816534,1,0,1,1
6.79447983,1,2,0.48738502,1,0,1,0
5.814342924,0,0,0.55081142,1,1,1,1
1.969616698,0,2,0.838900324,1,0,0,0
0,2,0,0.748327633,1,0,1,0
72.30155533,2,2,0.457489573,1,0,1,1
38.79712982,0,0,0.76967301,1,0,0,0
58.67031968,1,3,0.58799422,1,0,0,1
20.81416305,0,1,0.665999697,1,1,0,0
43.64278135,0,1,0.334247657,1,1,0,0
26.78072572,0,1,0.315631097,1,0,1,0
41.64785302,2,2,0.274372237,1,0,1,1
0,0,1,0.692625566,1,0,0,0
76.55806197,2,0,0.265732981,1,0,0,1
0.93094582,0,0,0.888048832,1,0,1,0
72.6846179,0,0,0.56113243,1,0,0,1
21.46156256,1,1,0.639378436,1,0,1,1
6.128309867,0,1,0.861221854,1,0,0,1
1.761755565,0,0,0.710649161,1,0,1,0
0,0,0,0.724346565,1,0,0,0
28.67486426,0,1,0.680494508,1,0,0,0
4.07753471,1,1,0.935021722,1,0,0,1
124.2368718,2,1,0.15393851,1,0,0,1
35.73625865,4,5,0.107977814,1,0,1,1
20.94919494,0,3,0.848445521,1,1,0,1
10.92381772,1,1,0.437757441,1,1,0,0
21.02165691,0,1,0.606197077,1,0,0,0
0,0,1,0.408920033,0,0,0,0
38.15902989,0,1,0.627037496,1,1,0,0
87.28586175,0,0,0.449656177,1,1,1,0
3.817919712,0,1,0.482551185,1,1,0,0
28.61032552,0,0,0.538342052,1,1,1,0
57.38637789,1,1,0.600210885,1,1,0,0
20.66133585,0,0,0.441216846,1,1,0,0
10.48888663,0,0,0.736272461,1,0,0,0
35.77721425,0,1,0.500204102,1,1,0,0
0,1,0,0.843554192,1,0,1,0
25.24563804,1,2,0.979545825,1,0,0,0
22.44176045,1,2,0.90165098,1,0,1,0
7.054090416,0,3,0.332883504,1,1,1,0
44.97050196,0,0,0.83333342,1,1,1,0
15.72677605,0,0,0.694978518,1,0,1,0
19.65687252,0,0,0.843679501,1,0,1,0
39.32130594,0,3,0.368610131,1,1,0,0
0,0,2,0.8036386,1,0,0,0
0,0,1,0.564420559,1,1,0,0
61.799014,2,1,0.327494241,1,1,1,0
48.10664127,1,0,0.952016306,1,0,1,0
29.03312377,1,0,0.712420644,1,0,0,0
61.00426895,2,2,0.608943645,1,0,1,1
0,0,1,0.595050329,1,0,0,0
17.66044343,1,0,0.679229489,1,0,1,0
2.832594594,1,1,0.497342665,1,1,1,0
0,1,0,0.759109714,1,1,0,0
30.40442434,2,2,0.250881933,1,0,1,1
0,1,1,0.39227242,1,0,0,0
29.62477521,1,0,0.91941624,0,1,0,1
96.08983402,3,4,0.281812112,1,0,1,1
20.99662748,2,0,0.398469225,1,0,1,0
3.9905383,1,4,0.286664278,1,1,0,0
2.450768923,1,2,0.534226129,1,0,1,1
91.79199689,1,0,0.100058104,1,0,0,1
23.11667904,0,0,0.625695725,1,1,1,0
41.97216832,0,1,0.39090045,1,0,0,0
47.69120312,0,0,0.384137266,0,0,0,1
0,1,3,0.566348802,1,0,0,0
47.19484738,1,0,0.751691842,1,0,1,1
0,0,1,0.6139142,1,0,0,0
21.83902387,0,1,0.452585903,1,0,0,0
89.62624999,0,0,0.694242624,1,1,0,0
0,2,1,0.241218556,1,0,1,1
14.28191968,2,1,0.704685787,1,1,0,0
34.45728788,2,3,0.805962631,1,1,0,0
0,0,0,0.622771314,1,0,1,0
22.91528078,1,3,0.943345566,1,1,1,1
37.38560346,2,1,0.771176713,1,0,1,1
41.31529531,0,0,0.681109014,1,1,0,0
14.65653566,0,0,0.807312863,1,1,0,0
49.4033996,0,0,0.591675629,1,1,0,0
3.013169585,2,3,0.650417929,1,0,1,1
9.189165474,0,0,0.860762805,1,1,1,0
45.82868411,4,0,0.300889103,1,1,0,1
57.4342307,1,3,0.122029525,1,0,0,1
50.64908862,0,2,0.875910601,1,0,1,1
53.07531283,0,1,0.196649568,0,1,1,0
57.75996004,0,1,0.553867408,1,1,0,0
31.34826153,1,0,0.583375077,1,1,0,0
0.276331563,0,0,0.916178366,0,1,0,0
24.56589978,0,0,0.482337007,1,1,0,0
24.96882139,1,0,0.315503359,1,0,0,0
46.99341455,0,1,0.937614633,1,0,0,0
13.6670421,0,2,0.604864999,1,0,0,1
13.86500121,2,1,0.330759176,1,0,1,1
15.75449739,1,0,0.874907014,1,0,0,0
19.86414443,2,1,0.260035647,1,1,0,0
15.82676085,2,1,0.282585782,1,1,1,1
50.48269962,0,0,0.213421076,0,1,0,1
43.35442859,1,2,0.740211799,0,0,0,1
31.97822588,2,0,0.621254665,1,0,0,0
0,2,0,0.765828609,1,0,0,0
17.6493621,0,2,0.833251401,1,1,0,0
22.02012995,0,1,0.783122039,1,1,0,1
16.44964923,0,0,0.592242011,1,0,0,0
3.106778504,1,1,0.573266651,0,1,1,0
62.717694,1,2,0.659952365,1,1,1,0
0,0,2,0.944838451,1,1,0,0
75.33900984,4,2,0.597686296,1,0,1,1
40.39289621,1,2,0.679090076,1,0,0,1
27.70439769,1,1,0.524303252,1,0,0,1
53.22573855,0,1,0.324898286,1,1,1,0
6.277139064,0,0,0.428920193,1,0,0,0
62.2168579,0,2,0.453700558,1,0,1,0
75.59415961,2,1,0.208584497,1,0,1,1
0,1,0,0.7170714,1,1,0,0
18.69574035,0,1,0.744167118,1,0,0,0
19.27866268,1,1,0.677563134,1,1,1,0
0,0,1,0.367569405,1,1,1,0
21.05811449,0,0,0.527897283,1,1,0,0
36.6454004,1,0,0.790569345,1,1,1,0
47.28166357,0,1,0.449385859,1,1,0,0
83.04092058,0,2,0.424583642,1,0,0,1
0,0,0,0.296555914,1,0,0,0
74.05999018,2,1,0.566975122,1,0,1,1
53.63787972,0,1,0.572790566,1,0,0,0
41.6931331,2,1,0.792196196,1,0,0,1
64.81942336,0,0,0.61451612,1,0,1,0
39.82267713,1,1,0.177938208,1,1,0,0
99.44146106,3,1,0.221481107,1,1,1,0
32.15488866,0,0,0.484284987,1,0,1,0
64.73376047,0,1,0.836881439,1,1,0,1
57.97008221,1,0,0.34394624,1,0,0,1
53.65364791,1,1,0.928133464,1,0,1,1
0,0,1,0.813847511,1,1,0,0
19.63231956,0,2,0.472450676,1,0,0,0
21.376739,6,1,0.617745215,0,0,1,1
0,0,1,0.776407854,1,0,0,0
0,0,0,0.38402962,1,0,0,0
37.54545789,0,0,0.705867381,1,0,0,0
46.87910655,0,2,0.68401145,1,0,1,1
11.81646937,1,1,0.533840062,1,1,0,0
2.500970929,1,1,0.888751051,0,1,1,1
31.76158412,2,1,0.788017557,1,1,1,0
37.05592218,2,4,0.116467026,1,0,1,1
34.12148233,1,1,0.217146756,1,1,1,0
0,0,1,0.413139459,1,1,0,0
19.46474432,1,1,0.541173793,1,1,1,0
63.77108992,0,2,0.630592179,1,0,0,0
7.671384052,1,1,0.69914984,1,0,0,0
94.2942675,2,2,0.823804692,1,0,0,0
36.50873888,1,3,0.54746196,0,0,1,1
2.805887298,0,0,0.372789886,1,0,0,0
26.26528766,0,1,0.681383668,1,0,0,0
86.80354661,0,1,0.690483391,1,1,0,0
22.13677787,1,3,0.243348842,1,0,0,0
22.16981503,0,0,0.285088269,1,0,0,0
36.19893154,0,0,0.470614001,1,1,0,0
29.76428258,1,0,0.839383078,1,1,0,0
42.42814142,0,1,0.746685637,1,1,1,0
48.98014723,2,0,0.75626286,1,0,0,1
5.509548993,0,1,0.733677279,1,1,0,0
45.61460817,2,0,0.565143331,1,0,0,0
9.761404959,0,2,0.786697176,1,1,0,0
45.74846839,2,1,0.67475366,0,1,0,1
0,0,1,0.445561462,1,1,0,0
63.7541249,3,0,0.717033831,1,0,0,1
4.572838083,1,1,0.508930832,1,1,0,0
0,0,1,0.736310802,1,1,0,0
